tour_id;start;end
2130;"46.512088524435356;8.537568533944484";"46.471856113630984;8.526170484529088"
2141;"46.47945752415044;8.576159533447578";"46.471865923995;8.526164912064713"
2133;"46.442981524371454;8.512860533458484";"46.47185167858625;8.526163884976729"
4824;"46.4435580552425;8.663512386057146";"46.485940208016885;8.630750284066222"
3186;"46.51203670887617;8.537767159609874";"46.471854981898666;8.52622731786896"
2691;"46.41463852381337;8.60768953270251";"46.42870652403163;8.572201533016408"
4821;"46.4436285039843;8.663153469275368";"46.439419925822804;8.629839762253152"
4918;"46.414997702063815;8.60765873496128";"46.428821585574084;8.572343079701263"
6863;"46.08357033955139;7.508700139231919";"46.07319649673998;7.449446876492792"
5147;"46.02573552840077;7.481114534994393";"46.058256019787;7.455451015205082"
6261;"46.0689198030198;6.937889723893523";"46.10393896836197;6.908914669252374"
5615;"46.95698086321707;8.675846914749355";"46.954740006500714;8.721551046034666"
6690;"46.056535530926226;6.994034537628382";"46.02625997056598;6.970500578737841"
6862;"46.09909850023263;7.514711530355941";"46.1093916282532;7.54892331123244"
6749;"47.071150378006806;9.0911307601375";"47.063476913422996;9.112340203315275"
4452;"46.34995652272583;8.787639531167926";"46.39569052304678;8.748857531780162"
6893;"46.39567321113488;8.74903666737462";"46.40588989236051;8.710969435864897"
4819;"46.3661880016989;8.688639703429473";"46.367580457361925;8.724209665559615"
6848;"46.50008990655754;9.093956783221312";"46.480274524953906;9.073581073227423"
4782;"46.376675019473225;8.660036017597854";"46.36616901945183;8.688636017651998"
4818;"46.3153403369456;8.679120452637388";"46.36619070004803;8.688639765534218"
4332;"46.2728955230581;8.680175531062241";"46.315204523179524;8.679123531441176"
4333;"46.27279952305706;8.680324531060597";"46.31521552317957;8.679123531441276"
4817;"46.276487514844675;8.762122187091913";"46.3016498703438;8.719360193345901"
6750;"47.10743418830655;9.005127543795005";"47.118053523720995;8.99466353691558"
6835;"46.085959857688046;7.520400247812153";"46.07593389653568;7.564772121693178"
6819;"47.136261322944634;9.059760477306755";"47.15765343217932;9.08293629139057"
6686;"46.1491609984742;6.831247638268124";"46.131074943969;6.818681701910428"
4413;na;na
6816;"46.25652640932164;7.526826714838319";"46.23086044596009;7.5275905080629935"
6840;"46.56336203924;8.80113015763277";"46.54774552105457;8.842224487624538"
5492;"46.24579601932574;8.705750017748485";"46.276372043055666;8.762533278699683"
5491;"46.29117601932178;8.794739017900868";"46.281819019308955;8.787116017899356"
4816;"46.252460565561904;8.767476484683296";"46.2623002164047;8.775440098392977"
5611;"46.44087011833537;10.056149424969501";"46.426966549652064;10.068714059477907"
5645;"46.2458500193218;8.70579601774385";"46.25232301929603;8.767121017875962"
4815;"46.20095661078095;8.789499924795287";"46.22396539640425;8.799324748558206"
6842;"46.634323188689095;9.00496951158226";"46.63040976349981;9.006573566601897"
6818;"46.22002958235051;7.597859759085182";"46.24399767860681;7.643679216023491"
6825;"46.178789619065356;7.6032694829245475";"46.17439842293655;7.660171658416036"
357;"46.812464642816735;8.605620876229136";"46.79999452502438;8.57529553633287"
6839;"46.82720723709791;8.626424184059442";"46.81896983814944;8.599130184135692"
825;"46.78375152484877;8.601150536046392";"46.791518524827275;8.609468536071695"
3250;"46.81279084840422;8.608308772435171";"46.799999112266086;8.575439205243216"
6817;"46.251981344300184;7.597699892513874";"46.25212014225173;7.638866068806484"
6836;"46.194706083203855;7.431451114353903";"46.18311935300814;7.491741891769859"
6821;"46.1383397673836;7.574270515743424";"46.12109861489935;7.5976257872076145"
6837;"46.36616901945183;8.688636017651998";"46.367582987364806;8.724194728677364"
6838;"46.395700543640736;8.748851377794313";"46.37780796034078;8.741632759959774"
6829;"46.52730901960434;8.672388017531894";"46.5331822578124;8.668219956070608"
6668;"46.37949996890061;8.603289880251863";"46.38376795251836;8.588073699461473"
6790;"46.91356042259441;9.40038952251629";"46.959161156572506;9.38671128211774"
6810;"46.36086305433934;8.578416402390058";"46.37949996890061;8.603289880251863"
6797;"46.39503278886479;8.655328135568842";"46.39250023907298;8.627119909623824"
5374;"46.67774304776041;9.35043238663881";"46.667742277619844;9.35103517727206"
5490;"47.05976101936936;9.754299019247707";"47.04407901940235;9.683874019137969"
771;"46.990256520081765;9.63936853210015";"47.033877210303935;9.64980915030785"
773;"46.999549519847065;9.689772531891228";"47.04413498406106;9.683697118174807"
772;"47.01253852039952;9.588530532592047";"47.044120519992084;9.683687532323331"
5093;"46.99339735209946;9.642230289770714";"47.04405496061946;9.683708739155058"
6800;"46.288719802907686;7.137139894860026";"46.28432487014325;7.162977833704572"
5142;"46.442013018734244;9.981844020054282";"46.46157901870223;10.052485020173203"
5612;"46.441463397569194;10.055675504623075";"46.47738879801104;10.025423591840287"
5667;"46.389557018890436;9.664626019505581";"46.37481630998312;9.605671059886069"
6725;"46.25686066909133;7.092859609374487";"46.23279014364032;7.08460014358158"
6793;"46.87071595022879;9.234834191967986";"46.90198065571903;9.224560213653303"
6792;"46.905642272893054;9.19317379763264";"46.90214197539988;9.224601017140238"
6294;"46.42322152186221;8.997009530676566";"46.44965858182163;8.984904522460972"
1011;"46.15634452286496;8.654811530171646";"46.14839752288624;8.646216530147335"
5000;"46.123371019243706;8.647925017689277";"46.11271327490494;8.65756814705145"
6459;"46.15448274861668;8.631135941584947";"46.13021962162195;8.610482257411725"
6649;"46.50372383729471;8.796751252012385";"46.51920033641301;8.761389934657355"
6788;"46.49435735160536;8.471445121689097";"46.50324575923816;8.450632686915338"
6743;"46.39103285098288;8.48721456813189";"46.38787958550288;8.461463522734915"
6293;"46.5555570194346;9.006009018167834";"46.54730001941406;9.019220018204901"
6742;"46.56514952242534;8.961722532125966";"46.5555570194346;9.006009018167834"
6112;"46.55971000416104;8.943652946816322";"46.565453784852686;8.96033455755914"
6710;"46.24851619494801;10.117888291245656";"46.25453126887951;10.100825957064128"
6734;"46.901678256160004;8.5227676629679";"46.88414171311955;8.532399019166709"
6764;"46.85741059178567;9.018825118476212";"46.86767728277381;9.027134155489879"
6745;"46.536398637698284;8.568294751633488";"46.53983036297873;8.533949736743809"
6766;"46.97006411855386;9.02269886736259";"46.970420342374126;9.003450202336365"
6765;"46.89933318173717;9.114292235449412";"46.90275003242515;9.066309786839215"
4953;"46.22258401915992;8.956570018260516";"46.23169301916936;8.964028018272458"
5608;"46.44108149516042;10.055960428592174";"46.4315555736993;10.042675339443177"
5610;"46.47258874813158;9.743753575861044";"46.496993352675865;9.729690020725778"
6253;"46.78603591743146;7.825150685577356";"46.753640806397854;7.801275191904574"
563;"46.13856052629383;7.964010533591282";"46.14385352623912;7.977854533568239"
564;"46.13969003256309;7.99107603447015";"46.1437988296207;7.9779345348642705"
3275;"46.13948398208286;7.989215028124414";"46.143761035744014;7.977842310154465"
2401;"46.640067522868414;8.914109533056296";"46.62026088298555;8.944017000735212"
293;"46.6234793399953;7.8880208668893745";"46.61843703746741;7.868953563099065"
615;"46.59651182693138;7.890560967823095";"46.61845132398145;7.868951191031897"
6463;"46.90167198494067;8.522764911495031";"46.85775967992151;8.525059842619534"
6733;"47.10292035603247;9.619661452363367";"47.10812858826092;9.622877873450555"
6482;"46.63605452791225;7.83314074383187";"46.64161147684169;7.819267092020677"
2070;"46.56372452782831;7.896976537760045";"46.54523842499563;7.838226837570171"
2138;"46.5451465277475;7.902703537561724";"46.54539852807576;7.838114537895115"
2139;"46.56182017854391;7.857523780022556";"46.545203051737616;7.838339957698939"
2140;"46.55726552812496;7.835202538016786";"46.545203051737616;7.838339957698939"
4544;"46.54781802538271;7.761641747830548";"46.54531176941551;7.837982477135274"
418;"46.42438853034453;7.322408539383972";"46.390790002604916;7.338299230497176"
1521;"46.37914652988733;7.387987538651864";"46.38808677586792;7.349435945434857"
3173;"46.41893016873778;7.324161170324315";"46.36957800213944;7.339047183595845"
6250;"46.623270984670405;7.863831234354086";"46.623270984670405;7.863831234354086"
4554;"46.163793702423874;6.86008472531521";"46.16555032293542;6.904470438627423"
6565;"46.144793545269025;6.970342984337012";"46.214700531601295;6.952222539273479"
2498;"46.140540531183156;6.992835538397459";"46.144706531308636;6.97029453854332"
6564;"46.13951453165304;6.897888538840679";"46.1447502353398;6.970320494471008"
258;"46.17768452722003;7.802096534758585";"46.156890527363466;7.761838534774671"
259;"46.09975352710044;7.781703534164343";"46.115451401061605;7.7708353452781935"
611;"46.19548868596147;7.800543753843595";"46.181864710833295;7.749132026237456"
4548;"46.36312418635123;7.294995482180986";"46.314383256525396;7.247677943487383"
6599;"46.859579322517185;6.551885361816093";"46.92276920276867;6.708188701663043"
4556;"46.95513410707172;6.722218895386354";"46.92276920276867;6.708188701663043"
251;"46.10682652814207;7.578516535239738";"46.09083152801056;7.595536535012072"
4546;"46.150282008517756;7.595436099427339";"46.09083152800644;7.595536535014914"
4680;"46.15069924598097;7.587821416742073";"46.10631711470209;7.57918828816884"
6553;"46.54919992320691;7.251979821353247";"46.535930304521735;7.16220944651353"
4551;"46.538573531602324;7.084885542000582";"46.53551248450164;7.142627147730444"
2493;"46.17290053057669;7.1323105380201035";"46.170169530752496;7.095767538171859"
6551;"46.20374048386097;7.141795121648415";"46.16931853074951;7.09507653816256"
4552;"45.915680100820175;7.104990055921897";"45.8983451461024;7.1125883659022975"
4542;"46.7189101901529;8.037730616428277";"46.683971839151596;8.041106566661151"
6631;"47.017433117082795;8.733483480656243";"47.00994564405219;8.74214809811079"
5297;"46.67568579738882;7.635822174383748";"46.67936680239465;7.6209445761547565"
4553;"45.94911996822644;7.208340481303992";"45.868950216847146;7.170659428911094"
6651;"45.8983451461024;7.1125883659022975";"45.86895029090106;7.170690332505471"
6548;"46.314383256525396;7.247677943487383";"46.25922030570819;7.1906302000383375"
6645;"46.86808352378153;8.85487453542941";"46.84638954126012;8.831236590061145"
6251;"46.49234691159263;7.64943694917963";"46.504837637979655;7.643039064696071"
6447;"46.71891962311337;8.037748515536013";"46.72052348028475;8.074136931078465"
4555;"46.819649536225796;6.500711582793285";"46.859579322517185;6.551885361816093"
4547;"46.18063298734216;7.557750838471101";"46.19524302110175;7.5377831753218665"
6547;"46.09083743305963;7.595537739207658";"46.16408894849741;7.516427726076224"
4518;"46.10416451300256;8.757131291228857";"46.109503019131196;8.816379018043698"
4521;"46.09573824760588;8.826488148405044";"46.10950301913124;8.816379018043643"
5449;"46.10831138919391;8.881143474236966";"46.109569453677544;8.816410719667982"
1539;"46.54735853102508;7.257385540835333";"46.54928880382038;7.251940507471888"
4550;"46.61086653111575;7.275789541331708";"46.54919992320691;7.251979821353247"
4545;"46.54495552774441;7.902770537560277";"46.5180149561674;7.885707682877859"
6442;"46.545203051737616;7.838339957698939";"46.51795017866306;7.885709755148053"
4331;"46.372805945426656;9.125741001841517";"46.35097852090371;9.148311529221012"
4563;"46.26292841323711;9.144962808286682";"46.35097852090658;9.148311529218528"
5451;"46.41306852637354;9.162946139757398";"46.381770019185566;9.163470018580233"
5573;"46.481629934636665;8.884415357596602";"46.39469790874201;8.938613952141418"
4534;"46.486206950192845;8.83004413098313";"46.39470051469236;8.938611720445895"
1708;"46.5273205237923;8.67245953335965";"46.54680452360515;8.719729533279233"
1711;"46.56308352323749;8.800797532986659";"46.546859523605995;8.719601533280485"
4537;"46.54682737791498;8.719678706863968";"46.493558682737;8.81836124588722"
5576;"46.57154259058893;8.695452077155775";"46.56589056799645;8.728592654725206"
359;"46.84114797719114;8.411630926328591";"46.84609145411355;8.46285535122632"
6389;"46.866965525984575;8.423062537756266";"46.84600440482373;8.46286898419346"
1263;"46.90156152556599;8.522717537538918";"46.875710217926795;8.485584177297389"
360;"46.87169552593462;8.435654537741167";"46.870669525749925;8.470253537543059"
3313;"46.871693722553864;8.435670709966173";"46.85340054364608;8.48873543615879"
6470;"46.90163835849673;8.522618190765991";"46.85340054364608;8.48873543615879"
6471;"46.80113333706071;8.468175811396826";"46.81371909260152;8.478122923704849"
6640;"46.08600152725574;7.743653534227204";"46.090338350348425;7.743759518143984"
566;"46.20510470641186;8.043102073564587";"46.19642329113525;8.027538732611248"
5239;"46.78755092889458;8.03907543714126";"46.788031795234964;8.01762402320536"
1722;"46.07881152068403;9.04563852740915";"46.06285452064488;9.044743527275752"
1723;"46.07177352083904;9.010996527534742";"46.06296452064495;9.044790527276454"
5448;"46.100257164714606;9.014183087548863";"46.06271690529631;9.045147568628167"
6395;"46.37466775275239;8.291670103288519";"46.32041383566873;8.262047996551365"
4541;"46.37021932703269;8.2124914187917";"46.32040480897838;8.262051008695787"
4564;"46.248081217902026;9.057807072862689";"46.29131395015227;9.034821396804382"
5549;"46.26280733029812;9.063347424477643";"46.2912743523474;9.034784577787104"
4533;"46.48663549132254;8.829368647555503";"46.481714498660864;8.884672299732253"
1864;"46.45648667385334;8.92363785859788";"46.46029660254508;8.897478322840229"
6454;"46.90839078254931;8.015526055992314";"46.911850020264346;8.046630016059789"
6455;"46.95619002026653;8.127130016202122";"46.92486002025759;8.09152001614922"
6355;"47.16950594864219;7.25749636954012";"47.17105002087469;7.251490014249974"
6354;"47.17451852429246;7.255880540718441";"47.170610020866775;7.253870014266148"
4532;"46.46222363121706;9.192075256586662";"46.41307514104428;9.162931530252267"
6451;"47.28054806609844;7.381344237997814";"47.264550020866636;7.398750014522387"
937;"46.04825152608299;7.954940532834559";"45.99813836667809;7.981695626676225"
5034;"45.99663447032025;7.978857678042119";"45.99435655904445;7.99083371324874"
6535;"46.72625000380679;7.441460647738356";"46.704769525580204;7.450600466524506"
840;"46.63606252835444;7.833092538747785";"46.61471103756991;7.824834033253908"
6255;"46.58612323177592;7.72474246301895";"46.57865502423077;7.778260215574502"
6452;"46.95619002026653;8.127130016202122";"46.933010020244794;8.125160016209895"
386;"46.93489052481354;8.687265536948836";"46.93504252478614;8.692696536920572"
385;"46.94653060305215;8.686205411403893";"46.935044524786115;8.692696536920584"
389;"46.97810421143497;8.667631388634742";"46.93504252478485;8.692663536927034"
388;"46.90176352494445;8.6443865368815";"46.93504252478614;8.692696536920566"
387;"46.974601524562516;8.756910536928508";"46.961490627901114;8.748176873529115"
5674;"46.902979524548265;8.687700328303235";"46.93503570636617;8.69275469931484"
3254;"46.94649923880108;8.685741916272686";"46.935163700119524;8.692672732133294"
6851;"46.97430560286196;8.757647997779197";"46.935163700119524;8.692672732133294"
5236;"46.718249193797675;8.720755757302655";"46.708240019719725;8.72966001754989"
4942;"46.33174259878006;9.70938967894877";"46.338229289943285;9.724739769505202"
5036;"46.32301556279718;9.717881107010358";"46.33173424034007;9.709453346170244"
2292;"46.972991519069915;9.828180530850767";"47.00710293257265;9.827238719325754"
102;"46.96957751913529;9.81373453090479";"47.007102932572685;9.827238719325699"
5378;"47.04413585927959;9.683671506100753";"47.00710583307441;9.827258603140983"
2994;"46.97284410351433;9.828144909097695";"47.00705098731276;9.827448507682005"
221;"46.97284410351433;9.828144909097695";"47.00705098731276;9.827448507682005"
4454;"46.482379523402216;8.725279532675758";"46.46703652339409;8.718649532574998"
4529;"46.47430401949796;8.775061017764141";"46.46704752338933;8.71891353257295"
5111;"46.2209595235114;8.562142531223463";"46.21829601939504;8.532601017412759"
4985;"46.433952019688235;8.362881016965693";"46.414951623401265;8.325056053826252"
5235;"46.57151210075395;8.69543162635181";"46.57706872487822;8.727982794919674"
2311;"46.0900375261581;7.9636175331616865";"46.039136454607664;8.01871043692052"
2312;"46.08221052607763;7.975210533033468";"46.04283029541553;8.022429290287409"
5393;"46.04840101953622;7.955352016307736";"46.02935401947772;8.014680016423151"
4992;"46.19826901959411;8.126822016587827";"46.202779019598275;8.139767016606172"
5305;"46.022769041476046;9.038784426886991";"46.03051845067633;9.025342785090693"
5238;"46.80631648593677;8.120729259930714";"46.812230483757574;8.107008796193412"
4517;"46.11674501909155;8.893324018194178";"46.10831463612815;8.881055411780899"
1228;"46.76612969061448;8.711420195048698";"46.78062347286036;8.774967345688905"
5592;"46.79014994948358;8.75558200332933";"46.77964342398313;8.799124377364999"
4991;"46.42247801964735;8.417242017083005";"46.43395201968931;8.36288101696371"
4987;"46.46697601969904;8.409922017043696";"46.433952019688235;8.362881016965693"
5391;"45.90123701878979;9.043237018592718";"45.91307801878838;9.073374018650343"
5392;"45.89106401876724;9.069974018648175";"45.89635794819755;9.096516890939736"
6290;"46.91566112883931;8.62529094642792";"46.9277900199564;8.628230017219382"
6289;"46.915607740404894;8.62523016085492";"46.915720019955366;8.632520017242413"
914;"46.92553652511634;8.623198537212762";"46.92823192529611;8.646692710825272"
929;"46.3419415258061;8.17411453433014";"46.339950389365875;8.203327643633806"
5001;"46.31515132580426;8.260754815325397";"46.33334890918609;8.256739831982117"
4540;"46.87169372255958;8.435670709310399";"46.86691336124295;8.423406433020752"
6398;"46.683973143449705;8.041107130086624";"46.674592126222294;7.999446655329987"
4543;"46.65180902259354;7.910682137657333";"46.67459416743917;7.999456826364353"
4539;"46.96997381067435;9.022741484407677";"46.97768401976746;9.016749017944756"
5669;"46.91671051993633;8.874867759176876";"46.94800164996683;8.976725738202722"
5640;"46.23367701930088;8.726682017807931";"46.24350049594149;8.73564925074763"
4972;"46.293743019697125;8.093323016480435";"46.28828919048308;8.118928388392664"
5396;"46.857382702055645;9.018664781632564";"46.81463001963454;9.026490018058658"
1882;"46.76806252245557;9.062051533384581";"46.80006426472754;9.043853322733252"
5110;"46.76756701957893;9.062492018163601";"46.80740001963252;9.027374018064775"
5194;"46.80848816874132;9.059135324266984";"46.81453662972136;9.026449313616538"
1367;"46.9850645225676;9.151718534831183";"47.0109135224697;9.183984534882567"
5379;"47.0341905221919;9.250348534723372";"47.01092521418781;9.184058688325013"
2970;"46.98493302055353;9.151680716720211";"47.011048602459525;9.18281190885676"
4395;"46.6346286543419;9.44483306020484";"46.624056741821036;9.482986043831175"
5774;"46.46701001969404;8.410078017036811";"46.443270019702354;8.361699016946956"
13;"46.564940522427776;8.961153532130869";"46.4992025220756;8.995735531359589"
12;"46.49437252227926;8.95303753154979";"46.49917952207649;8.99554053136045"
5488;"46.473137019357445;9.02378401825127";"46.49066154631433;9.020304673398325"
3305;"46.55971000416104;8.943652946816322";"46.49925154435108;8.995607636060562"
4778;"46.39567901943927;8.749087017763145";"46.394968019444306;8.733160017724083"
5144;"46.25562952683251;7.923329534844041";"46.23455201971981;7.942934016180045"
4617;"46.22209501921842;8.858251018072574";"46.229626019189354;8.925061018191716"
4619;"46.1971210191653;8.90802801818225";"46.22942701918762;8.925050018190028"
5620;"46.19705601915142;8.93276101823074";"46.22951101918817;8.924970018200929"
4618;"46.20791201913698;8.979526018315974";"46.22263501916042;8.956495018256804"
6659;"46.22262953849586;8.857968472752093";"46.21860652920699;8.885050979624358"
267;"46.485984524686046;8.474061534048193";"46.4943695247226;8.471384534137396"
4954;"46.47561601969524;8.42363501705662";"46.49434701968617;8.471520017153944"
3215;"46.48674178118596;8.47507298617726";"46.49443610780669;8.471447298131707"
4967;na;na
5145;"46.13841552825799;7.573923535551154";"46.13006801982394;7.532278015347661"
4783;"46.29710401932956;8.791304017902899";"46.32747701940117;8.70449701770482"
5146;"46.10682652814208;7.578516535245002";"46.0984900197741;7.551940015407246"
5600;"46.47248369979415;9.743964030264841";"46.46362717105043;9.746892391112818"
6458;"46.421767434353995;9.783657641522721";"46.39618802594091;9.800013053048037"
4667;"46.08615901894728;9.089786018598517";"46.06253901894038;9.073753018575681"
4937;"46.994904019245936;9.858482019473744";"47.021520019263065;9.866543019471912"
4938;"46.99498401924614;9.85816601946813";"47.01168001926989;9.850464019446404"
4781;"46.36651201945415;8.688908017653201";"46.35669077644817;8.712410641314104"
1286;"46.636959406799974;8.593508138493197";"46.594447524047375;8.65810753403656"
5582;"46.625302083146416;8.69002295275116";"46.59447504124151;8.658150529039084"
1291;"46.602232068436;8.611658086807276";"46.594462524047294;8.658136534036535"
1292;"46.55547652440486;8.566906534176328";"46.594462524047415;8.658120534036625"
6539;"46.63480515736351;8.596421255069917";"46.59456497133683;8.658019308432387"
6540;"46.601929829050725;8.611885626866115";"46.59456497133683;8.658019308432387"
27;"46.565149522425436;8.961722532129619";"46.593409522277526;9.005713532139595"
5553;"46.634365019503406;9.004875018123686";"46.593315019471575;9.005624018157212"
3214;"46.57033993685195;8.94179174778478";"46.593336851616456;9.005368336683551"
5831;"45.965753809928714;7.922200287876096";"45.95320732085049;7.9179932238135375"
46;"46.426390020144886;7.476030015100778";"46.40465002010217;7.498750015152305"
5149;"46.38290998598295;7.467808113888257";"46.403327051364364;7.499438913281195"
5150;"46.35168002018068;7.238140014612871";"46.33363073566056;7.239596450110168"
5151;"46.7100295177234;9.96057252776909";"46.73073001899092;9.947280019813036"
148;"46.77556551690877;10.152630527214065";"46.830648461879214;10.132347156918042"
5489;"46.91750055573247;10.09238637558795";"46.86827087176395;10.116387941442735"
40615;"46.85456001902419;10.041230019893721";"46.858742457348825;10.058570861654452"
2944;"46.775518180203875;10.153158953689548";"46.83070739127321;10.13254121406397"
4510;"46.775518180203875;10.153158953689548";"46.83070739127321;10.13254121406397"
1010;"46.20374432351679;8.576665351744825";"46.17739832367652;8.592756351832016"
5769;"46.177299019322035;8.592921017551745";"46.165809644922525;8.530225565204905"
5832;"45.965814947102615;7.92213778261966";"45.95326079985364;7.918125739994643"
6254;"46.78880176010005;7.908008999010291";"46.7640443434722;7.899984488220969"
4779;"46.417507019439626;8.786074017817427";"46.419960534533836;8.753502710205609"
266;"46.660159524160626;8.670803534557177";"46.62541552396912;8.689991534142163"
4536;"46.65867801971793;8.671203017461286";"46.62530901967571;8.690254017519248"
3182;"46.65535619665859;8.708397263357652";"46.62542098174195;8.690163862250603"
5196;"46.65975182192976;8.671119335292111";"46.62542098174195;8.690163862250603"
6252;"46.786018531033655;7.82521653894785";"46.772744022144614;7.842279648347252"
5037;"46.72580672940881;9.848137081369439";"46.74491328591799;9.869004408293973"
5056;"46.624860178182516;9.276748481424939";"46.59396922658246;9.309665301735295"
4635;"46.21067401921125;8.847994018058364";"46.22396501925636;8.79938901794413"
4620;"46.22951101918363;8.924970018193353";"46.208049019174055;8.906259018171832"
6249;"46.586949488835614;7.72438087027284";"46.59286599154907;7.778684679232143"
5069;"46.37899801925082;9.04757301836105";"46.39330701927163;9.036891018332565"
6211;"46.400298117799096;7.574325612024749";"46.38610737263779;7.5747812722258825"
4803;"46.67869201881008;10.160503020225097";"46.6895240188152;10.160727020203122"
4669;"46.10018901900593;9.0142240184465";"46.117978278310304;9.07246645189267"
5390;"45.89810901878789;9.045362018616713";"45.91326392418873;9.072780572180243"
1277;"46.57625307287842;8.42172365635896";"46.57960852526574;8.410376535225359"
6188;"46.57608330820788;8.42128169308564";"46.585904475611244;8.422119271275534"
6291;"47.386058469687384;7.749146769613851";"47.381797540991364;7.752550753342488"
807;"47.009860527457576;8.20997354020868";"46.98098915526086;8.248444388339976"
6186;"46.979805997295216;8.255632886008453";"46.973910135294574;8.241244419873354"
4404;"46.95695452729689;8.213431539703034";"46.96792737837344;8.235916101178166"
353;"46.74753652544246;8.46553453644747";"46.75169752542652;8.470867536456602"
354;"46.74753652544246;8.465534536447464";"46.75169752542652;8.470867536456607"
5158;"46.729294019909815;8.446856016961393";"46.74591852551808;8.449791536517369"
3081;"46.7395013236874;8.513091472244954";"46.75172958120334;8.470825389131136"
6472;"46.7395013236874;8.513091472244954";"46.75002778321411;8.46781056732628"
6247;"46.68496954220037;7.574878838116474";"46.68942146263406;7.576586242574837"
4681;"46.07376101899852;8.985230018394889";"46.1020416153868;8.99329724952771"
6235;"47.23278892869746;7.533179580901231";"47.2468305755967;7.540201646888801"
6234;"47.25322877568718;7.5593159762953235";"47.25866277400226;7.5567331451917275"
4497;"46.411218996522365;7.774155998556068";"46.41635038939838;7.7171264360513625"
4939;"46.176052019294325;8.6459860176776";"46.17906201932241;8.611624017599365"
4940;"46.15461001929221;8.610978017609234";"46.17899301932026;8.611191017593308"
4679;"46.56353401956021;8.801250017764726";"46.544594412467916;8.777174457703838"
5447;"46.284115020147304;7.163034014474483";"46.25773202012492;7.152471014469318"
5446;"46.25199102012384;7.14447701443594";"46.25773202012492;7.152471014469318"
4952;"46.52733522951694;8.672517907020172";"46.532963640905635;8.66802743287257"
4826;"47.14206701955842;9.544553018817115";"47.16661501956343;9.5608960188292"
6275;"46.17459901915069;8.897135018169067";"46.181281019158874;8.900369018182744"
6246;"47.20871428392359;7.453841922366207";"47.23360002083039;7.422780014602814"
4746;"46.09095401897331;9.062768018541647";"46.08642222161388;9.089115846009385"
5109;"47.10294301948383;9.61963401897564";"47.08241138890674;9.610050418004594"
6262;"46.20362502007628;7.141356014452106";"46.18916308899755;7.100515808365627"
4973;"46.36115301972002;8.174671016609144";"46.342234019704236;8.174605016609966"
5974;"46.397015018603554;10.117748020331033";"46.42261959542014;10.092138321940778"
4965;"46.88294201941203;9.48195501886907";"46.89985301943648;9.467264018833918"
494;"46.021571530279665;7.103381536789317";"46.00485753034024;7.081503536743407"
543;"46.02728253021023;7.120548536758408";"46.00197574441543;7.06297155037463"
544;"45.989306530075204;7.125278536393327";"45.98574362589425;7.0947854486970545"
2946;"45.98920626960427;7.1253041390240694";"46.001924105482;7.062764539385126"
2947;"46.02156870641128;7.103174438284441";"46.00475788574098;7.08127926810191"
6217;"47.06435144944506;8.848136653598344";"47.05318621217013;8.881198534959433"
5755;"46.1349224452991;7.626029159630485";"46.09225912188878;7.633345617069659"
4099;"46.135198651283496;7.626167759328194";"46.09225663546969;7.633337946545195"
4056;"46.41189142593435;9.965125719490672";"46.42142588081884;9.953511680538746"
5959;"46.44169601872953;9.982591020054631";"46.43042626929225;9.966743270550465"
4647;"46.258881019259086;8.838451018013625";"46.266418019257095;8.866955018058071"
6193;"46.10308840519131;8.934839663670932";"46.10367522914305;8.959665473156626"
4432;"47.19952759022446;9.226974106563164";"47.185325205659694;9.198619586430206"
4922;"46.06332401895909;9.028045018495327";"46.05244539552497;9.024847874753442"
5770;"46.334690078927395;7.829311549530625";"46.31247501984437;7.843549015940985"
4616;"46.239983198852514;8.844732234004521";"46.23570301924238;8.841091018025942"
5257;"46.94600730904684;9.573770095899276";"46.95003701938973;9.593981019036345"
5747;"45.960182018874704;8.991706018467767";"45.96826404989165;8.99334240283485"
5748;"45.95861101887921;8.987764018461203";"45.96826404989165;8.99334240283485"
5175;"46.33343901925573;8.966418018222205";"46.329001019259934;8.958963018209882"
4646;"46.15121501913218;8.887199018157183";"46.13679901911447;8.889421018169099"
4718;"46.892475019965666;8.561880017105716";"46.898605019966226;8.568411017120123"
4719;"46.89608001995698;8.59348201717119";"46.904927019966024;8.584925017150788"
6132;"47.23275802077991;7.533024014825837";"47.239854020785735;7.518495014793733"
4866;"47.280594020891286;7.381296014487527";"47.292904020895236;7.380214014476707"
5073;"46.31864501915819;9.110765018515767";"46.337522019187105;9.088999018461813"
5074;na;na
4867;"46.955151020949096;6.721859013205796";"46.94346600167811;6.73537839385308"
5354;"46.35253522324253;8.973948260572174";"46.339248019259436;8.984221018246194"
5022;"46.976406020163424;8.336508016610047";"46.976595773992095;8.292261722739891"
5444;"47.06972407392532;8.527673800627376";"47.073367113842046;8.544573939436892"
6006;"47.283070020799265;7.555141014846892";"47.28860935991777;7.5316831950533825"
4742;"46.71679274252891;7.714971601882777";"46.71314402026564;7.74349601553051"
6045;"47.28543247085515;7.709932460999542";"47.292898361250174;7.709411062795315"
4416;"46.717705020362295;7.553843015131743";"46.69695702035235;7.543243015117469"
4445;"46.10088652762143;7.679246534687487";"46.112031019737124;7.6729260156629975"
4523;"46.64589702025281;7.652683015370836";"46.6396848095551;7.64232106397116"
5792;"46.656315020366996;7.435136014908515";"46.642956020352806;7.446098014937874"
4431;"47.20386101966464;9.44124401859138";"47.22372198884847;9.406137985299383"
459;"46.30726069707326;7.466267182315904";"46.34239581877284;7.500054897563293"
